"symbol","logFC","P.Value","chr","description"
"Ptp4a1",-0.0353745578476587,0.9124,"1","protein tyrosine phosphatase 4a1"
"Slc45a1",0.0353611524462911,0.6688,"4","solute carrier family 45, member 1"
"Zc3h11a",-0.0353326575862862,0.8552,"1","zinc finger CCCH type containing 11A"
"Tbc1d10b",0.0353176028363107,0.784,"7","TBC1 domain family, member 10b"
"Cdc42se2",-0.0352888459807268,0.5076,"11","CDC42 small effector 2"
"Trmt6",0.0352539349337784,0.8924,"2","tRNA methyltransferase 6"
"Slc35f4",-0.0352303700829033,0.7576,"14","solute carrier family 35, member F4"
"Med19",-0.0352164007281246,0.7588,"2","mediator complex subunit 19"
"G2e3",0.0352083120680957,0.886,"12","G2/M-phase specific E3 ubiquitin ligase"
"Thoc7",-0.0351809931598375,0.7576,"14","THO complex 7"
"Brcc3",-0.0351430970474196,0.69,"X","BRCA1/BRCA2-containing complex, subunit 3"
"Utp3",0.035138886961497,0.7256,"5","UTP3 small subunit processome component"
"Bbs7",0.0351351624994489,0.8344,"3","Bardet-Biedl syndrome 7 (human)"
"Pcsk5",0.0351291265073814,0.82,"19","proprotein convertase subtilisin/kexin type 5"
"Prkar1b",-0.0350839151379141,0.8028,"5","protein kinase, cAMP dependent regulatory, type I beta"
"Abcf2",-0.0350738010969174,0.378,"5","ATP-binding cassette, sub-family F (GCN20), member 2"
"Jakmip3",0.0350573513355501,0.8016,"7","janus kinase and microtubule interacting protein 3"
"Chtf8",-0.0350563994316326,0.7908,"8","CTF8, chromosome transmission fidelity factor 8"
"Ap2m1",-0.035050629984366,0.7336,"16","adaptor-related protein complex 2, mu 1 subunit"
"Amfr",-0.0350125034116324,0.4916,"8","autocrine motility factor receptor"
"Syt1",0.0350067813413339,0.5688,"10","synaptotagmin I"
"Zfand3",-0.0350020190062565,0.8068,"17","zinc finger, AN1-type domain 3"
"Nisch",0.0349616066225593,0.6656,"14","nischarin"
"Arl5b",0.0349529371446318,0.7848,"2","ADP-ribosylation factor-like 5B"
"Med30",-0.0349432078649201,0.834,"15","mediator complex subunit 30"
"Elmod1",0.0349380186666259,0.7296,"9","ELMO/CED-12 domain containing 1"
"Gm9776",0.0349284280110129,0.8132,"13","predicted gene 9776"
"Plekhm3",0.0349266813197335,0.6656,"1","pleckstrin homology domain containing, family M, member 3"
"Dusp5",-0.0349222671822531,0.9172,"19","dual specificity phosphatase 5"
"Cdkl4",-0.0349052780904704,0.8476,"17","cyclin-dependent kinase-like 4"
"Pfkfb3",0.0348886758526783,0.856,"2","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3"
"Atg3",0.0348881951098559,0.7236,"16","autophagy related 3"
"Camk2a",0.0348851703217097,0.8368,"18","calcium/calmodulin-dependent protein kinase II alpha"
"Ly6e",0.0348610191677547,0.8088,"15","lymphocyte antigen 6 complex, locus E"
"Mtx3",0.0348610171229735,0.7804,"13","metaxin 3"
"Ppm1a",0.0348589599792382,0.4928,"12","protein phosphatase 1A, magnesium dependent, alpha isoform"
"Babam2",-0.0348447704577017,0.8652,"5","BRISC and BRCA1 A complex member 2"
"Zfp35",-0.0348110053432018,0.8048,"18","zinc finger protein 35"
"Mapkapk2",0.0348039059619509,0.7264,"1","MAP kinase-activated protein kinase 2"
"Atr",-0.0347917763892123,0.8236,"9","ataxia telangiectasia and Rad3 related"
"Cops4",0.0347865743115747,0.6712,"5","COP9 signalosome subunit 4"
"Psmd2",0.0347643606660526,0.4732,"16","proteasome (prosome, macropain) 26S subunit, non-ATPase, 2"
"Stx7",0.0347588599701965,0.8088,"10","syntaxin 7"
"Epb41l3",-0.0347405685082878,0.6444,"17","erythrocyte membrane protein band 4.1 like 3"
"Gbp4",0.0347174798321073,0.988,"5","guanylate binding protein 4"
"Rbm10",-0.0347097224229813,0.7388,"X","RNA binding motif protein 10"
"Gsr",0.034697597118468,0.7336,"8","glutathione reductase"
"Ticam1",0.0346762358658257,0.8272,"17","toll-like receptor adaptor molecule 1"
"Gpatch4",-0.0346547810329971,0.8536,"3","G patch domain containing 4"
"Trmt10c",0.0346400017480679,0.804,"16","tRNA methyltransferase 10C, mitochondrial RNase P subunit"
"Rab9",-0.0346126212013811,0.8328,"X","RAB9, member RAS oncogene family"
"Dlgap4",0.0345846885281791,0.7132,"2","DLG associated protein 4"
"Dhx57",-0.0345724508597343,0.8528,"17","DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57"
"Wdr12",0.0345602658305717,0.738,"1","WD repeat domain 12"
"B230354K17Rik",-0.0345557808852215,0.7388,"17","RIKEN cDNA B230354K17 gene"
"Zfp628",0.034519668374533,0.7136,"7","zinc finger protein 628"
"Wwox",-0.0345028722503775,0.8588,"8","WW domain-containing oxidoreductase"
"Meak7",0.0344766848321707,0.6956,"8","MTOR associated protein, eak-7 homolog"
"Diaph1",-0.034466788235739,0.6804,"18","diaphanous related formin 1"
"Fabp7",-0.0344617360325121,0.8712,"10","fatty acid binding protein 7, brain"
"Angptl2",-0.034450515351317,0.9764,"2","angiopoietin-like 2"
"Gcn1",0.0344189621089628,0.7948,"5","GCN1 activator of EIF2AK4"
"Prpf8",0.0344109770509746,0.5088,"11","pre-mRNA processing factor 8"
"B3galt4",0.0343754459579755,0.8012,"17","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4"
"Ubtf",0.034366202786563,0.6196,"11","upstream binding transcription factor, RNA polymerase I"
"Ggnbp2",0.0343582151982256,0.7604,"11","gametogenetin binding protein 2"
"Ints3",-0.0343554265855142,0.53,"3","integrator complex subunit 3"
"Sema4b",0.034347265316736,0.8072,"7","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B"
"Ndufa9",-0.0343278496458712,0.7696,"6","NADH:ubiquinone oxidoreductase subunit A9"
"Kremen1",0.0343251573932903,0.7776,"11","kringle containing transmembrane protein 1"
"Mcl1",0.0343113948988272,0.6392,"3","myeloid cell leukemia sequence 1"
"Snn",-0.0342699498241092,0.5972,"16","stannin"
"Ccdc137",0.0342373809370553,0.6688,"11","coiled-coil domain containing 137"
"Arxes2",-0.0342297440387522,0.8252,"X","adipocyte-related X-chromosome expressed sequence 2"
"Psmd1",0.0342277986031165,0.6572,"1","proteasome (prosome, macropain) 26S subunit, non-ATPase, 1"
"Heatr5a",-0.0342226332063826,0.8632,"12","HEAT repeat containing 5A"
"Sri",-0.0342144691880666,0.8512,"5","sorcin"
"Aven",0.0342142883594421,0.7464,"2","apoptosis, caspase activation inhibitor"
"Ppt1",0.0342082223284281,0.9356,"4","palmitoyl-protein thioesterase 1"
"Ppp2r2d",0.034203831429517,0.6604,"7","protein phosphatase 2, regulatory subunit B, delta"
"Bmp4",0.0341929475294256,0.906,"14","bone morphogenetic protein 4"
"Hikeshi",-0.0341900136247544,0.7064,"7","heat shock protein nuclear import factor"
"Slc25a45",0.0341806100616648,0.8812,"19","solute carrier family 25, member 45"
"Tmbim6",-0.0341405026789658,0.7412,"15","transmembrane BAX inhibitor motif containing 6"
"Cask",0.0341349569432081,0.7332,"X","calcium/calmodulin-dependent serine protein kinase (MAGUK family)"
"Pbdc1",-0.0341311587279707,0.8492,"X","polysaccharide biosynthesis domain containing 1"
"Gm5148",0.0341136281876033,0.9332,"3","predicted gene 5148"
"Ube2d2a",0.0340938827240649,0.7232,"18","ubiquitin-conjugating enzyme E2D 2A"
"Dync1li1",0.0340918814608404,0.83,"9","dynein cytoplasmic 1 light intermediate chain 1"
"Slc23a2",0.0340854065139933,0.5836,"2","solute carrier family 23 (nucleobase transporters), member 2"
"Sephs2",0.0340843408138944,0.6944,"7","selenophosphate synthetase 2"
"Ift27",0.0340581909385294,0.9448,"15","intraflagellar transport 27"
"Cdh18",-0.0340531097314365,0.9144,"15","cadherin 18"
"Ybx1",0.0340299803028286,0.7948,"4","Y box protein 1"
"Cers4",0.034029406510613,0.8548,"8","ceramide synthase 4"
"Arhgef3",0.0339875206114497,0.4412,"14","Rho guanine nucleotide exchange factor (GEF) 3"
"Aimp1",-0.0339544443323545,0.8392,"3","aminoacyl tRNA synthetase complex-interacting multifunctional protein 1"
"Exosc10",-0.0339457296916699,0.6352,"4","exosome component 10"
"Fdps",-0.0339438267236014,0.8064,"3","farnesyl diphosphate synthetase"
"Them6",0.0339121570586389,0.866,"15","thioesterase superfamily member 6"
"Myorg",0.033868985130189,0.7676,"4","myogenesis regulating glycosidase (putative)"
"Synpo",-0.0338632398041714,0.7052,"18","synaptopodin"
"Ift74",0.0338479703493544,0.718,"4","intraflagellar transport 74"
"Ube2s",-0.0338010266681374,0.8048,"7","ubiquitin-conjugating enzyme E2S"
"Arglu1",0.0337671500790613,0.8064,"8","arginine and glutamate rich 1"
"Tdrd3",0.0337647307266833,0.75,"14","tudor domain containing 3"
"Tmem35a",-0.0337582365111624,0.7436,"X","transmembrane protein 35A"
"Supv3l1",0.0337538872843535,0.6068,"10","suppressor of var1, 3-like 1 (S. cerevisiae)"
"Marchf9",-0.0336697514466282,0.916,"10","membrane associated ring-CH-type finger 9"
"Tbc1d22b",0.0336642864638286,0.704,"17","TBC1 domain family, member 22B"
"Ext1",-0.0336580947187866,0.6328,"15","exostosin glycosyltransferase 1"
"Ablim3",0.0336576668940598,0.7336,"18","actin binding LIM protein family, member 3"
"Gys1",0.0336177207039112,0.8056,"7","glycogen synthase 1, muscle"
"Dhx32",-0.033606823566239,0.8004,"7","DEAH (Asp-Glu-Ala-His) box polypeptide 32"
"Keap1",-0.0335205740640836,0.8316,"9","kelch-like ECH-associated protein 1"
"Snhg14",-0.0335028003565192,0.938,"7","small nucleolar RNA host gene 14"
"Trpm4",-0.0334843989125475,0.8748,"7","transient receptor potential cation channel, subfamily M, member 4"
"S1pr5",-0.0334579139275757,0.9068,"9","sphingosine-1-phosphate receptor 5"
"Rtn3",0.033437370629116,0.5136,"19","reticulon 3"
"Arhgef26",0.0334365943573989,0.5832,"3","Rho guanine nucleotide exchange factor (GEF) 26"
"Sebox",0.0334237350828395,0.8144,"11","SEBOX homeobox"
"Crtc1",-0.033406786679242,0.7856,"8","CREB regulated transcription coactivator 1"
"Npr3",-0.033405079077899,0.8812,"15","natriuretic peptide receptor 3"
"Mrm3",-0.0333837761771933,0.9504,"11","mitochondrial rRNA methyltransferase 3"
"Thrb",-0.0333780397162693,0.816,"14","thyroid hormone receptor beta"
"Ppp2r2c",0.0333725747519544,0.7148,"5","protein phosphatase 2, regulatory subunit B, gamma"
"Zfp740",-0.0333430428992054,0.6992,"15","zinc finger protein 740"
"Rgs2",-0.0333203233727559,0.812,"1","regulator of G-protein signaling 2"
"Irf2bp2",-0.0333195873809515,0.8928,"8","interferon regulatory factor 2 binding protein 2"
"Dis3",0.0333125770532599,0.8936,"14","DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease"
"Snx12",-0.0333049796886442,0.7252,"X","sorting nexin 12"
"Rlim",0.033303472227372,0.6936,"X","ring finger protein, LIM domain interacting"
"Zfp157",-0.0332948397141388,0.6768,"5","zinc finger protein 157"
"Pibf1",0.033293521649103,0.8224,"14","progesterone immunomodulatory binding factor 1"
"Armt1",0.0332850653525236,0.642,"10","acidic residue methyltransferase 1"
"Rcl1",0.0332787131282406,0.8468,"19","RNA terminal phosphate cyclase-like 1"
"Ap1s2",0.0332628817667455,0.8468,"X","adaptor-related protein complex 1, sigma 2 subunit"
"Psmd6",0.0332600167714103,0.6656,"14","proteasome (prosome, macropain) 26S subunit, non-ATPase, 6"
"Mdm2",0.0332575333722538,0.8124,"10","transformed mouse 3T3 cell double minute 2"
"Sft2d3",0.033247416255958,0.738,"18","SFT2 domain containing 3"
"Phf10",0.0332014740588118,0.6072,"17","PHD finger protein 10"
"Rdh10",0.0332013351138212,0.6648,"1","retinol dehydrogenase 10 (all-trans)"
"Snrpd3",-0.033175236992113,0.8396,"10","small nuclear ribonucleoprotein D3"
"Zeb1",-0.0331619400012721,0.7464,"18","zinc finger E-box binding homeobox 1"
"Mturn",0.0331585773212248,0.8692,"6","maturin, neural progenitor differentiation regulator homolog (Xenopus)"
"Ddn",-0.0331465655064331,0.8396,"15","dendrin"
"Hacl1",0.0331325373708355,0.8836,"14","2-hydroxyacyl-CoA lyase 1"
"Stub1",0.0331206107387967,0.7408,"17","STIP1 homology and U-Box containing protein 1"
"Lamc1",0.0331168219790774,0.8956,"1","laminin, gamma 1"
"Akr1b10",-0.0330984357879558,0.866,"6","aldo-keto reductase family 1, member B10 (aldose reductase)"
"Ak6",0.0330936520866429,0.7424,"13","adenylate kinase 6"
"Ak6",0.0330936520866429,0.7424,"13","adenylate kinase 6"
"Pnisr",0.033091265801982,0.9404,"4","PNN interacting serine/arginine-rich"
"Cyp4f14",-0.0330365191886326,0.864,"17","cytochrome P450, family 4, subfamily f, polypeptide 14"
"Fads6",0.0330345228761704,0.9564,"11","fatty acid desaturase domain family, member 6"
"Sycp3",-0.0330111254014283,0.878,"10","synaptonemal complex protein 3"
"Bcl7a",-0.0329959682448226,0.7792,"5","B cell CLL/lymphoma 7A"
"Kctd15",-0.0329771467015449,0.8096,"7","potassium channel tetramerisation domain containing 15"
"Fchsd1",-0.0329713433065986,0.8576,"18","FCH and double SH3 domains 1"
"Casp2",0.0329490526981258,0.7428,"6","caspase 2"
"Mboat7",0.0329406750514076,0.6108,"7","membrane bound O-acyltransferase domain containing 7"
"Sox12",0.0329394628845687,0.7888,"2","SRY (sex determining region Y)-box 12"
"Ap5s1",-0.0329340495139072,0.8512,"2","adaptor-related protein 5 complex, sigma 1 subunit"
"Trmt11",0.0329141739242935,0.7244,"10","tRNA methyltransferase 11"
"Fam20c",0.0328861889408394,0.7964,"5","FAM20C, golgi associated secretory pathway kinase"
"Rnpep",-0.0328615988595082,0.8416,"1","arginyl aminopeptidase (aminopeptidase B)"
"Spin1",0.0328422852109602,0.6412,"13","spindlin 1"
"Tex261",-0.0328351731355965,0.7728,"6","testis expressed gene 261"
"Kcng2",-0.032827186130584,0.8244,"18","potassium voltage-gated channel, subfamily G, member 2"
"Tnip2",0.0328147395217622,0.8816,"5","TNFAIP3 interacting protein 2"
"9430015G10Rik",-0.0327849601866639,0.8496,"4","RIKEN cDNA 9430015G10 gene"
"Rps6ka5",0.0327832557419647,0.8028,"12","ribosomal protein S6 kinase, polypeptide 5"
"Ocln",0.0327684465451332,0.7116,"13","occludin"
"Vps26a",0.0327648649144452,0.792,"10","VPS26 retromer complex component A"
"Tcn2",0.0327632035296381,0.894,"11","transcobalamin 2"
"App",0.0327203960059936,0.622,"16","amyloid beta (A4) precursor protein"
"Xxylt1",0.0327098641212062,0.6756,"16","xyloside xylosyltransferase 1"
"Vmac",-0.0326934448848331,0.7056,"17","vimentin-type intermediate filament associated coiled-coil protein"
"Taf6",-0.032692046417691,0.6416,"5","TATA-box binding protein associated factor 6"
"Slf2",-0.0326712751516727,0.9,"19","SMC5-SMC6 complex localization factor 2"
"Plekhj1",-0.0326644205742355,0.8888,"10","pleckstrin homology domain containing, family J member 1"
"Bud13",-0.0326609955158648,0.8656,"9","BUD13 homolog"
"Ppp1ca",-0.0326445061720211,0.8332,"19","protein phosphatase 1 catalytic subunit alpha"
"Mrpl35",-0.0326256168336334,0.5244,"6","mitochondrial ribosomal protein L35"
"Rgs7",0.032587591171561,0.7364,"1","regulator of G protein signaling 7"
"Arhgap22",-0.032582143241501,0.8732,"14","Rho GTPase activating protein 22"
"Sh3bp1",0.0325801236836272,0.8612,"15","SH3-domain binding protein 1"
"Jph4",0.0325747440566797,0.8628,"14","junctophilin 4"
"Ing5",0.0325412916733345,0.6488,"1","inhibitor of growth family, member 5"
"R3hcc1l",-0.0325260410471726,0.6308,"19","R3H domain and coiled-coil containing 1 like"
"Mcts2",0.0325189020906227,0.8548,"2","malignant T cell amplified sequence 2"
"Zfp784",-0.0325052443143252,0.8332,"7","zinc finger protein 784"
"Fam118a",-0.0324953702680402,0.7764,"15","family with sequence similarity 118, member A"
"Fam234b",0.0324919965583756,0.7576,"6","family with sequence similarity 234, member B"
"Nr2e1",0.0324742891052878,0.9132,"10","nuclear receptor subfamily 2, group E, member 1"
"Utp4",-0.032472221168601,0.78,"8","UTP4 small subunit processome component"
"Klhl26",-0.0324586167841554,0.6488,"8","kelch-like 26"
"Ier3ip1",-0.0324508580952427,0.8136,"18","immediate early response 3 interacting protein 1"
"Ppl",0.032449218068757,0.9152,"16","periplakin"
"Hpca",-0.0324479530496173,0.8872,"4","hippocalcin"
"Zdhhc16",-0.0324418271499796,0.7024,"19","zinc finger, DHHC domain containing 16"
"Flywch1",-0.0324379041661045,0.6408,"17","FLYWCH-type zinc finger 1"
"Tubb3",0.0324352411235473,0.8028,"8","tubulin, beta 3 class III"
"Ric8b",-0.0324114187975315,0.5432,"10","RIC8 guanine nucleotide exchange factor B"
"Mks1",-0.0323899978428384,0.9008,"11","MKS transition zone complex subunit 1"
"Eif4e3",-0.0323475795314909,0.806,"6","eukaryotic translation initiation factor 4E member 3"
"Wdfy2",-0.0323179538427838,0.926,"14","WD repeat and FYVE domain containing 2"
"Senp3",-0.0323115977261104,0.6368,"11","SUMO/sentrin specific peptidase 3"
"Mapk8ip3",0.032296663869845,0.5968,"17","mitogen-activated protein kinase 8 interacting protein 3"
"Plpp5",0.0322836132614253,0.8256,"8","phospholipid phosphatase 5"
"Zfp282",0.0322555888474421,0.6808,"6","zinc finger protein 282"
"Ikbip",0.0322278931587694,0.856,"10","IKBKB interacting protein"
"Syt16",-0.032218705465362,0.8584,"12","synaptotagmin XVI"
"4930581F22Rik",-0.0322147150972529,0.8632,"9","RIKEN cDNA 4930581F22 gene"
"Dele1",-0.0322118966963982,0.6124,"18","DAP3 binding cell death enhancer 1"
"Rpa1",-0.0321870019375838,0.5744,"11","replication protein A1"
"Sorbs2",0.0321811232166862,0.8744,"8","sorbin and SH3 domain containing 2"
"Trak1",0.0321675990456489,0.618,"9","trafficking protein, kinesin binding 1"
"Srebf2",-0.0321529034273,0.7256,"15","sterol regulatory element binding factor 2"
"Nek9",-0.032152775626221,0.4316,"12","NIMA (never in mitosis gene a)-related expressed kinase 9"
"R3hdm4",-0.0321311429590256,0.8856,"10","R3H domain containing 4"
"Dab2ip",-0.0321286597052275,0.7572,"2","disabled 2 interacting protein"
"Hira",-0.0321221297425058,0.7168,"16","histone cell cycle regulator"
"Fam122b",-0.0321157480279064,0.838,"X","family with sequence similarity 122, member B"
"Lysmd2",-0.0320960655946303,0.856,"9","LysM, putative peptidoglycan-binding, domain containing 2"
"Isca1",-0.0320955537317404,0.8168,"13","iron-sulfur cluster assembly 1"
"Slc24a5",-0.0320802408463037,0.9312,"2","solute carrier family 24, member 5"
"Cdca4",-0.0320718430959053,0.818,"12","cell division cycle associated 4"
"Mrps17",-0.0320711547055534,0.7612,"5","mitochondrial ribosomal protein S17"
"Zfp422",0.0320564283345446,0.82,"6","zinc finger protein 422"
"Nckap1l",0.0320246151478449,0.9716,"15","NCK associated protein 1 like"
"Txndc5",0.0320136562949065,0.698,"13","thioredoxin domain containing 5"
"Cnih3",-0.0320129255671615,0.8852,"1","cornichon family AMPA receptor auxiliary protein 3"
"AU040320",0.0319971024254997,0.7372,"4","expressed sequence AU040320"
"Islr",0.0319917755783274,0.9144,"9","immunoglobulin superfamily containing leucine-rich repeat"
"Tjp2",-0.031947044299609,0.834,"19","tight junction protein 2"
"Ston2",0.0319434873043676,0.8152,"12","stonin 2"
"Tmem19",-0.0319381009959425,0.738,"10","transmembrane protein 19"
"Nudt13",0.0319308085739953,0.7476,"14","nudix (nucleoside diphosphate linked moiety X)-type motif 13"
"Timp4",0.0319228200911477,0.8092,"6","tissue inhibitor of metalloproteinase 4"
"Ntrk3",0.0319023541563057,0.9036,"7","neurotrophic tyrosine kinase, receptor, type 3"
"Ntrk3",0.0319023541563057,0.9036,"7","neurotrophic tyrosine kinase, receptor, type 3"
"Snrk",0.0318571321578105,0.8048,"9","SNF related kinase"
"Plekho2",-0.0318446536911825,0.8608,"9","pleckstrin homology domain containing, family O member 2"
"Dnmt1",-0.0318437229642088,0.6964,"9","DNA methyltransferase (cytosine-5) 1"
"Ppp6r3",0.0318215882435435,0.338,"19","protein phosphatase 6, regulatory subunit 3"
"Zfp64",0.0318210674034134,0.9476,"2","zinc finger protein 64"
"Etv4",0.0317924697129977,0.8652,"11","ets variant 4"
